ParcelId,Units,StreetLow,StreetHigh,StreetName,Neighbourhood,ZipCode,LAT,LONG
100001000,5,104A,104,Putnam,East Boston,2128,42.379385,-71.032587
100002000,5,197,197,Lexington,East Boston,2128,42.37943,-71.03254
100003000,4,199,199,Lexington,East Boston,2128,42.37945,-71.03246
100004000,4,201,201,Lexington,East Boston,2128,42.37947,-71.0324
100005000,4,203,203,Lexington,East Boston,2128,42.37951,-71.03234
100006000,6,205,205,Lexington,East Boston,2128,42.37949,-71.03223
100007000,5,209,209,Lexington,East Boston,2128,42.37952,-71.03215
100008000,4,213,213,Lexington,East Boston,2128,42.37955,-71.03207
100009000,4,215,215,Lexington,East Boston,2128,42.37959,-71.03199
100010000,4,217,217,Lexington,East Boston,2128,42.37961,-71.0319
100011000,1,219,219,Lexington,East Boston,2128,42.37965,-71.03181
100012000,3,221,221,Lexington,East Boston,2128,42.37969,-71.03174
100013000,4,223,223,Lexington,East Boston,2128,42.37972,-71.03166
100014000,4,225,225,Lexington,East Boston,2128,42.37975,-71.03157
100015000,4,227,227,Lexington,East Boston,2128,42.37978,-71.03149
100016000,3,235,235,Lexington,East Boston,2128,42.37983,-71.03132
100017000,4,237,237,Lexington,East Boston,2128,42.37987,-71.03124
100018000,4,239,239,Lexington,East Boston,2128,42.3799,-71.03116
100019000,4,241,241,Lexington,East Boston,2128,42.37992,-71.03109
100020000,2,243,243,Lexington,East Boston,2128,42.37996,-71.03099
100021000,2,243H,243H,Lexington,East Boston,2128,42.379878,-71.030784
100022000,4,245,245,Lexington,East Boston,2128,42.38002,-71.03091
100023000,4,247,247,Lexington,East Boston,2128,42.38005,-71.03084
100024000,4,249,249,Lexington,East Boston,2128,42.38008,-71.03075
100025000,4,251,251,Lexington,East Boston,2128,42.380108,-71.030671
100026000,1,31,31,Prescott,East Boston,2128,42.37994,-71.03062
100027000,1,33,33,Prescott,East Boston,2128,42.37988,-71.03059
100028000,1,35,35,Prescott,East Boston,2128,42.37979,-71.03052
100029000,4,37,37,Prescott,East Boston,2128,42.3797,-71.03046
100030000,4,252,252,Princeton,East Boston,2128,42.3797,-71.03062
100031000,4,250,250,Princeton,East Boston,2128,42.379669,-71.030686
100032000,3,248,248,Princeton,East Boston,2128,42.37963,-71.03076
100033000,1,246,246,Princeton,East Boston,2128,42.379597,-71.030867
100034000,3,244,244,Princeton,East Boston,2128,42.379567,-71.030933
100035000,4,242,242,Princeton,East Boston,2128,42.37954,-71.03101
100036000,5,240,240,Princeton,East Boston,2128,42.3795,-71.03109
100037000,6,238,238,Princeton,East Boston,2128,42.37947,-71.03118
100038000,4,236,236,Princeton,East Boston,2128,42.37944,-71.03127
100039000,4,234,234,Princeton,East Boston,2128,42.3794,-71.03134
100040000,8,226,226,Princeton,East Boston,2128,42.379349,-71.031494
100041000,1,224,224,Princeton,East Boston,2128,42.37933,-71.03159
100042000,3,222,222,Princeton,East Boston,2128,42.379302,-71.031677
100043000,4,218,218,Princeton,East Boston,2128,42.37927,-71.03178
100044000,4,216,216,Princeton,East Boston,2128,42.37924,-71.03184
100045000,4,214,214,Princeton,East Boston,2128,42.37921,-71.03193
100046000,5,212,212,Princeton,East Boston,2128,42.37918,-71.032
100047000,4,208,208,Princeton,East Boston,2128,42.37912,-71.03208
100048000,4,206,206,Princeton,East Boston,2128,42.37909,-71.03215
100049000,4,204,204,Princeton,East Boston,2128,42.37907,-71.03221
100050000,4,202,202,Princeton,East Boston,2128,42.37905,-71.03228
100051000,5,198,200,Princeton,East Boston,2128,42.37903,-71.03233
100052000,1,112,112,Putnam,East Boston,2128,42.37914,-71.03237
100053000,1,110,110,Putnam,East Boston,2128,42.3792,-71.03241
100054000,4,108,108,Putnam,East Boston,2128,42.37925,-71.03245
100055000,4,106,106,Putnam,East Boston,2128,42.3793,-71.03248
100056000,1,254,256,Bennington,East Boston,2128,42.37861,-71.02936
100057000,4,74,74,Prescott,East Boston,2128,42.378716,-71.029388
100058000,4,72,72,Prescott,East Boston,2128,42.378766,-71.029428
100059000,3,68,68,Prescott,East Boston,2128,42.378829,-71.029473
100060000,4,62,62,Prescott,East Boston,2128,42.37889,-71.02951
100061000,3,399,401,Saratoga,East Boston,2128,42.37898,-71.0296
100062000,2,403,405,Saratoga,East Boston,2128,42.37901,-71.02952
100063000,4,407,407,Saratoga,East Boston,2128,42.37904,-71.02944
100064000,5,409,409,Saratoga,East Boston,2128,42.37907,-71.02936
100065000,4,411,411,Saratoga,East Boston,2128,42.379095,-71.02927
100066000,4,413,413,Saratoga,East Boston,2128,42.379125,-71.029186
100067000,1,421,421,Saratoga,East Boston,2128,42.37917,-71.02905
100068000,4,423,423,Saratoga,East Boston,2128,42.3792,-71.02894
100069000,4,425,425,Saratoga,East Boston,2128,42.37925,-71.02886
100070000,4,427,427,Saratoga,East Boston,2128,42.37927,-71.02876
100071000,4,429,429,Saratoga,East Boston,2128,42.37931,-71.02866
100072000,5,431,431,Saratoga,East Boston,2128,42.37936,-71.028561
100073000,5,433,433,Saratoga,East Boston,2128,42.379395,-71.02846
100074000,2,443,443,Saratoga,East Boston,2128,42.37944,-71.02836
100075000,4,445,445,Saratoga,East Boston,2128,42.37946,-71.02828
100076000,4,447,447,Saratoga,East Boston,2128,42.3795,-71.02818
100077000,6,449,449,Saratoga,East Boston,2128,42.379537,-71.0281
100078000,1,394,398,Chelsea,East Boston,2128,42.379657,-71.027741
100079000,2,392,392,Chelsea,East Boston,2128,42.379524,-71.027826
100080000,6,390,390,Chelsea,East Boston,2128,42.379462,-71.027893
100081000,4,382,382,Chelsea,East Boston,2128,42.379379,-71.027994
100082000,3,380,380,Chelsea,East Boston,2128,42.379336,-71.02807
100083000,4,378,378,Chelsea,East Boston,2128,42.379277,-71.028146
100084000,4,376,376,Chelsea,East Boston,2128,42.379213,-71.028217
100085000,1,300,300,Bennington,East Boston,2128,42.37918,-71.02828
100086000,2,296,298,Bennington,East Boston,2128,42.37913,-71.02836
100087000,1,294,294,Bennington,East Boston,2128,42.379087,-71.028441
100088000,1,292,292,Bennington,East Boston,2128,42.37905,-71.02852
100089000,3,290,290,Bennington,East Boston,2128,42.379018,-71.02859
100090000,1,288,288,Bennington,East Boston,2128,42.378974,-71.028672
100091000,1,282,286,Bennington,East Boston,2128,42.37889,-71.02888
100092000,1,276,280,Bennington,East Boston,2128,42.37881,-71.02906
100093000,1,266,268,Bennington,East Boston,2128,42.37874,-71.02913
100094000,1,262,264,Bennington,East Boston,2128,42.378672,-71.029203
100095000,3,258,260,Bennington,East Boston,2128,42.378633,-71.02928
100096000,3,402,402,Saratoga,East Boston,2128,42.37921,-71.02977
100097000,4,50,50,Prescott,East Boston,2128,42.3794,-71.02983
100098000,7,257,257,Princeton,East Boston,2128,42.37957,-71.03001
100099000,1,261,261,Princeton,East Boston,2128,42.37966,-71.02975
100100000,4,263,263,Princeton,East Boston,2128,42.3797,-71.02966
100101000,4,265,265,Princeton,East Boston,2128,42.37973,-71.02956
100102000,3,267,269,Princeton,East Boston,2128,42.379773,-71.029443
100103000,3,271,271,Princeton,East Boston,2128,42.37981,-71.02935
100104000,4,273,273,Princeton,East Boston,2128,42.37984,-71.02926
100105000,4,277,277,Princeton,East Boston,2128,42.37991,-71.0291
100106000,4,279,279,Princeton,East Boston,2128,42.37994,-71.02901
100107000,4,281,281,Princeton,East Boston,2128,42.37997,-71.02894
100108000,4,283,283,Princeton,East Boston,2128,42.38,-71.02885
100109000,4,285,285,Princeton,East Boston,2128,42.38003,-71.02877
100110000,4,301,301,Princeton,East Boston,2128,42.3801,-71.02872
100111000,4,303,303,Princeton,East Boston,2128,42.380123,-71.028658
100112000,4,305,305,Princeton,East Boston,2128,42.380145,-71.02859
100113000,1,7,7,Lawson,East Boston,2128,42.37996,-71.0285
100114000,1,6,6,Lawson,East Boston,2128,42.380028,-71.028288
100115000,3,5,5,Lawson,East Boston,2128,42.38007,-71.02837
100116000,1,4,4,Lawson,East Boston,2128,42.380136,-71.028368
100117000,1,3,3,Lawson,East Boston,2128,42.380173,-71.028393
100118000,2,1,1,Lawson,East Boston,2128,42.3802,-71.02847
100120000,20,321,321,Princeton,East Boston,2128,42.38029,-71.02801
100120001,1,27,27,Shelby,East Boston,2128,42.38031,-71.02773
100121000,1,33,33,Shelby,East Boston,2128,42.380195,-71.027653
100122000,4,470,472,Saratoga,East Boston,2128,42.380042,-71.027553
100123000,4,468,468,Saratoga,East Boston,2128,42.380015,-71.027685
100124000,4,466,466,Saratoga,East Boston,2128,42.37998,-71.02779
100125000,4,464,464,Saratoga,East Boston,2128,42.37994,-71.02787
100126000,4,462,462,Saratoga,East Boston,2128,42.37992,-71.02797
100127000,4,460,460,Saratoga,East Boston,2128,42.3799,-71.02806
100128000,4,458,458,Saratoga,East Boston,2128,42.37987,-71.02814
100129000,4,456,456,Saratoga,East Boston,2128,42.37983,-71.02824
100130000,4,454,454,Saratoga,East Boston,2128,42.37979,-71.02835
100131000,1,0,0,Saratoga,East Boston,2128,42.37975,-71.028428
100132000,4,442,442,Saratoga,East Boston,2128,42.37971,-71.02855
100133000,4,440,440,Saratoga,East Boston,2128,42.37968,-71.02863
100134000,1,438,438,Saratoga,East Boston,2128,42.379625,-71.028709
100135000,4,432,432,Saratoga,East Boston,2128,42.3796,-71.02877
100136000,4,428,428,Saratoga,East Boston,2128,42.379566,-71.028867
100137000,1,426R,426R,Saratoga,East Boston,2128,42.37967,-71.02903
100138000,4,426,426,Saratoga,East Boston,2128,42.379534,-71.028949
100139000,3,424,424,Saratoga,East Boston,2128,42.37951,-71.02902
100140000,4,422,422,Saratoga,East Boston,2128,42.37948,-71.02911
100141000,4,420,420,Saratoga,East Boston,2128,42.379451,-71.029195
100142000,4,416,416,Saratoga,East Boston,2128,42.379412,-71.029275
100143000,3,414,414,Saratoga,East Boston,2128,42.379382,-71.029365
100144000,4,412,412,Saratoga,East Boston,2128,42.379352,-71.029445
100145000,4,410,410,Saratoga,East Boston,2128,42.37931,-71.02952
100146000,4,408,408,Saratoga,East Boston,2128,42.37928,-71.02958
100147000,4,406,406,Saratoga,East Boston,2128,42.37926,-71.02964
100148000,4,404,404,Saratoga,East Boston,2128,42.37923,-71.02971
100149000,5,262,262,Princeton,East Boston,2128,42.37989,-71.03023
100150000,5,253,253,Lexington,East Boston,2128,42.38018,-71.03042
100151000,1,0,0,Lexington,East Boston,2128,42.380231,-71.030189
100152000,4,263,263,Lexington,East Boston,2128,42.3803,-71.03009
100153000,1,265,265,Lexington,East Boston,2128,42.38034,-71.030035
100153002,1,265,265,Lexington,East Boston,2128,42.38034,-71.030035
100153004,1,265,265,Lexington,East Boston,2128,42.38034,-71.030035
100153006,1,265,265,Lexington,East Boston,2128,42.38034,-71.030035
100153008,1,265,265,Lexington,East Boston,2128,42.38034,-71.030035
100154000,1,267,267,Lexington,East Boston,2128,42.38037,-71.02998
100154002,1,267,267,Lexington,East Boston,2128,42.38037,-71.02998
100154004,1,267,267,Lexington,East Boston,2128,42.38037,-71.02998
100154006,1,267,267,Lexington,East Boston,2128,42.38037,-71.02998
100154008,1,267,267,Lexington,East Boston,2128,42.38037,-71.02998
100155000,4,269,269,Lexington,East Boston,2128,42.380391,-71.029917
100156000,2,271,271,Lexington,East Boston,2128,42.380422,-71.029841
100157000,4,273,273,Lexington,East Boston,2128,42.38044,-71.02976
100158000,5,275,275,Lexington,East Boston,2128,42.38045,-71.02967
100159000,4,279,279,Lexington,East Boston,2128,42.38052,-71.02961
100160000,4,281,281,Lexington,East Boston,2128,42.38054,-71.02954
100161000,4,283,283,Lexington,East Boston,2128,42.38058,-71.02944
100162000,3,285,285,Lexington,East Boston,2128,42.38061,-71.02937
100163000,3,287,287,Lexington,East Boston,2128,42.38063,-71.02929
100164000,1,289,289,Lexington,East Boston,2128,42.380675,-71.029199
100165000,3,291,291,Lexington,East Boston,2128,42.38069,-71.02912
100166000,6,293,293,Lexington,East Boston,2128,42.38071,-71.02903
100167000,4,295,295,Lexington,East Boston,2128,42.38075,-71.02894
100168000,4,297,297,Lexington,East Boston,2128,42.3808,-71.02887
100169000,4,299,299,Lexington,East Boston,2128,42.38081,-71.02877
100170000,4,301,301,Lexington,East Boston,2128,42.38085,-71.02867
100171000,1,303,303,Lexington,East Boston,2128,42.3809,-71.02858
100172000,2,305,305,Lexington,East Boston,2128,42.38083,-71.028412
100173000,4,307,307,Lexington,East Boston,2128,42.38093,-71.02845
100174000,4,309,309,Lexington,East Boston,2128,42.38097,-71.02836
100175000,4,311,311,Lexington,East Boston,2128,42.381,-71.02828
100176000,4,313,313,Lexington,East Boston,2128,42.38103,-71.02819
100177000,3,5,5,Shelby,East Boston,2128,42.38086,-71.02817
100178000,11,326,326,Princeton,East Boston,2128,42.38064,-71.02797
100179000,4,324,324,Princeton,East Boston,2128,42.3806,-71.0281
100179001,4,322,322,Princeton,East Boston,2128,42.38057,-71.02819
100179002,1,0,0,Princeton,East Boston,2128,42.380716,-71.028287
100180000,2,320,320,Princeton,East Boston,2128,42.380542,-71.028275
100181000,4,318,318,Princeton,East Boston,2128,42.38051,-71.02837
100182000,4,316,316,Princeton,East Boston,2128,42.38048,-71.02845
100183000,4,314,314,Princeton,East Boston,2128,42.38045,-71.02853
100184000,5,312,312,Princeton,East Boston,2128,42.38043,-71.02863
