ParcelId,Units,StreetLow,StreetHigh,StreetName,Neighbourhood,ZipCode,LAT,LONG
200317002,1,10,10,Summer,West Roxbury,2132,42.276915,-71.162708
200317004,1,10,10,Summer,West Roxbury,2132,42.276915,-71.162708
501615000,2,24,24,Beacon,Boston,2133,42.358292,-71.063748
1405199000,2,0,0,American,Jamaica Plain,2131,42.28972,-71.10524
1804489000,6,4252,4252,Washington,Roslindale,2131,42.285411,-71.128978
1804490000,2,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490002,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490004,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490006,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490008,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490010,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490012,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490014,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490016,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490018,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490020,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490022,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490024,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490026,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490028,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490030,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490032,1,79,79,Poplar,Roslindale,2131,42.28492,-71.1289
1804490034,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490036,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490038,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490040,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490042,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490044,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490046,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490048,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490050,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490052,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
1804490054,1,8,8,Kittredge,Roslindale,2131,42.28485,-71.12935
