ParcelId,Units,StreetLow,StreetHigh,StreetName,Neighbourhood,ZipCode,LAT,LONG
300001000,6,14,14,Derne,Boston,2114,42.35953,-71.06344
300002000,1,60,60,Temple,Boston,2114,42.359609,-71.06345
300003000,1,58,58,Temple,Boston,2114,42.359667,-71.063443
300003002,1,58,58,Temple,Boston,2114,42.359667,-71.063443
300003004,1,58,58,Temple,Boston,2114,42.359667,-71.063443
300003006,1,58,58,Temple,Boston,2114,42.359667,-71.063443
300003008,1,58,58,Temple,Boston,2114,42.359667,-71.063443
300003010,1,58,58,Temple,Boston,2114,42.359667,-71.063443
300004000,1,56,56,Temple,Boston,2114,42.359733,-71.063444
300005000,2,54,54,Temple,Boston,2114,42.359784,-71.063452
300005002,1,54HF,54HF,Temple,Boston,2114,42.359784,-71.063452
300005004,1,54,54,Temple,Boston,2114,42.359784,-71.063452
300005006,1,54,54,Temple,Boston,2114,42.359784,-71.063452
300005008,1,54 HF,54 HF,Temple,Boston,2114,42.359784,-71.063452
300006000,10,52,52,Temple,Boston,2114,42.359847,-71.063449
300007000,1,50,50,Temple,Boston,2114,42.359897,-71.063459
300008000,1,48,48,Temple,Boston,2114,42.359957,-71.063469
300009000,2,0,0,Temple,Boston,2114,42.360028,-71.063449
300010000,2,0,0,Temple,Boston,2114,42.360086,-71.063458
300011000,8,40,40,Temple,Boston,2114,42.360171,-71.063486
300012000,1,38,38,Temple,Boston,2114,42.36024,-71.063491
300012002,1,38,38,Temple,Boston,2114,42.36024,-71.063491
300012004,1,38,38,Temple,Boston,2114,42.36024,-71.063491
300012006,1,38,38,Temple,Boston,2114,42.36024,-71.063491
300012008,1,38,38,Temple,Boston,2114,42.36024,-71.063491
300013000,1,36,36,Temple,Boston,2114,42.360315,-71.063503
300013002,1,36,36,Temple,Boston,2114,42.360315,-71.063503
300013004,1,36,36,Temple,Boston,2114,42.360315,-71.063503
300013006,1,36,36,Temple,Boston,2114,42.360315,-71.063503
300013008,1,36,36,Temple,Boston,2114,42.360315,-71.063503
300013010,1,36,36,Temple,Boston,2114,42.360315,-71.063503
300014000,1,34,34,Temple,Boston,2114,42.360392,-71.063504
300015000,3,30,30,Temple,Boston,2114,42.360504,-71.063515
300015002,1,32,32,Temple,Boston,2114,42.360449,-71.063507
300015004,1,32,32,Temple,Boston,2114,42.360449,-71.063507
300015006,1,32,32,Temple,Boston,2114,42.360449,-71.063507
300015008,1,30,30,Temple,Boston,2114,42.360504,-71.063515
300015010,1,30,30,Temple,Boston,2114,42.360504,-71.063515
300015012,1,30,30,Temple,Boston,2114,42.360504,-71.063515
300015014,1,30,30,Temple,Boston,2114,42.360504,-71.063515
300017000,2,26,26,Temple,Boston,2114,42.360618,-71.063527
300017002,1,28,28,Temple,Boston,2114,42.360618,-71.063527
300017004,1,28,28,Temple,Boston,2114,42.360618,-71.063527
300017006,1,28,28,Temple,Boston,2114,42.360618,-71.063527
300017008,1,26,26,Temple,Boston,2114,42.360618,-71.063527
300017010,1,26,26,Temple,Boston,2114,42.360618,-71.063527
300017012,1,26,26,Temple,Boston,2114,42.360618,-71.063527
300017014,1,26,26,Temple,Boston,2114,42.360618,-71.063527
300019000,2,24,24,Temple,Boston,2114,42.36068,-71.06353
300020000,5,22,22,Temple,Boston,2114,42.360731,-71.063538
300021000,4,20,20,Temple,Boston,2114,42.360791,-71.063538
300022000,1,18,18,Temple,Boston,2114,42.360841,-71.063548
300023000,9,16,16,Temple,Boston,2114,42.360901,-71.063548
300024000,9,14,14,Temple,Boston,2114,42.360951,-71.063558
300025000,2,122,122,Cambridge,Boston,2114,42.361028,-71.06345
300026000,2,106,120,Cambridge,Boston,2114,42.361066,-71.063183
300027000,14,9,9,Bowdoin,Boston,2114,42.36102,-71.06319
300028000,2,41960,41960,Bowdoin,Boston,2114,42.360685,-71.063189
300028002,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
300028004,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
300028006,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
300028008,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
300028010,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
300028012,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
300028014,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
300028016,1,13,13,Bowdoin,Boston,2114,42.36078,-71.06307
