ParcelId,Units,StreetLow,StreetHigh,StreetName,Neighbourhood,ZipCode,LAT,LONG
702715000,1,0,0,Locust,Dorchester,2125,42.323476,-71.056587
702715050,1,800,800,Dorchester,Dorchester,2125,42.323564,-71.056588
702716000,3,794,794,Dorchester,Dorchester,2125,42.323806,-71.056559
702716002,1,794,794,Dorchester,Dorchester,2125,42.323779,-71.056602
702716004,1,794,794,Dorchester,Dorchester,2125,42.323779,-71.056602
702716006,1,794,794,Dorchester,Dorchester,2125,42.323779,-71.056602
702716008,1,794,794,Dorchester,Dorchester,2125,42.323779,-71.056602
702716010,1,796,796,Dorchester,Dorchester,2125,42.32369,-71.0566
702716012,1,796,796,Dorchester,Dorchester,2125,42.32369,-71.0566
702716014,1,796,796,Dorchester,Dorchester,2125,42.32369,-71.0566
702716016,1,796,796,Dorchester,Dorchester,2125,42.32369,-71.0566
702716018,1,798,798,Dorchester,Dorchester,2125,42.32364,-71.0566
702716020,1,798,798,Dorchester,Dorchester,2125,42.32364,-71.0566
702716022,1,798,798,Dorchester,Dorchester,2125,42.32364,-71.0566
702716024,1,798,798,Dorchester,Dorchester,2125,42.32364,-71.0566
702718000,2,782,782,Dorchester,Dorchester,2125,42.323929,-71.056575
702718002,1,782,782,Dorchester,Dorchester,2125,42.323939,-71.056598
702718004,1,782,782,Dorchester,Dorchester,2125,42.323939,-71.056598
702718006,1,782,782,Dorchester,Dorchester,2125,42.323939,-71.056598
702718008,1,782,782,Dorchester,Dorchester,2125,42.323939,-71.056598
702718010,1,782,782,Dorchester,Dorchester,2125,42.323939,-71.056598
702718012,1,782,782,Dorchester,Dorchester,2125,42.323939,-71.056598
702719000,2,750,750,Dorchester,Dorchester,2125,42.324255,-71.056317
702720000,1,0,0,Dorchester,South Boston,2125,42.324651,-71.055671
702720001,1,0,0,Locust,Dorchester,2125,42.323476,-71.055303
702728000,1,141,141,Buttonwood,Dorchester,2125,42.3235,-71.05578
702728010,1,149,149,Buttonwood,Dorchester,2125,42.323727,-71.055738
702729000,1,41991,41991,Locust,Dorchester,2125,42.32349,-71.056265
702729002,1,12,12,Locust,Dorchester,2125,42.32349,-71.056265
702729004,1,12,12,Locust,Dorchester,2125,42.32349,-71.056265
702729006,1,12,12,Locust,Dorchester,2125,42.32349,-71.056265
702729008,1,14,14,Locust,Dorchester,2125,42.323491,-71.05621
702729010,1,14,14,Locust,Dorchester,2125,42.323491,-71.05621
702729012,1,14,14,Locust,Dorchester,2125,42.323491,-71.05621
702729014,1,16,16,Locust,Dorchester,2125,42.323492,-71.056092
702729016,1,16,16,Locust,Dorchester,2125,42.323492,-71.056092
702729018,1,16,16,Locust,Dorchester,2125,42.323492,-71.056092
702729020,1,18,18,Locust,Dorchester,2125,42.323492,-71.056046
702729022,1,18,18,Locust,Dorchester,2125,42.323492,-71.056046
702729024,1,18,18,Locust,Dorchester,2125,42.323492,-71.056046
702731000,1,8,8,Locust,Dorchester,2125,42.32348,-71.05639
702733001,1,0,0,Von Hillern,South Boston,2125,42.325026,-71.055632
702740000,1,0,0,Mount Vernon,South Boston,2125,42.322082,-71.053111
702740001,1,0,0,Mount Vernon,South Boston,2125,42.321771,-71.053085
702740002,1,0,0,Mount Vernon,South Boston,2125,42.32207,-71.053179
702741000,1,0,0,Von Hillern,South Boston,2125,42.323274,-71.054123
702742000,1,0,0,Columbia,South Boston,2125,42.322167,-71.051948
702742001,1,0,0,Old Colony,South Boston,2125,42.32284,-71.052201
702743000,1,19,19,Locust,Dorchester,2125,42.32327,-71.05605
702744000,7,128,128,Buttonwood,Dorchester,2125,42.323075,-71.0561
702744001,1,126,128,Buttonwood,Dorchester,2125,42.322979,-71.056085
702745000,4,124,124,Buttonwood,Dorchester,2125,42.32284,-71.05606
702746000,4,122,122,Buttonwood,Dorchester,2125,42.32275,-71.05606
702747000,3,120,120,Buttonwood,Dorchester,2125,42.32268,-71.05606
702748000,5,114,114,Buttonwood,Dorchester,2125,42.3594,-71.0587
702749000,3,110,110,Buttonwood,Dorchester,2125,42.32241,-71.05608
702750010,4,108,108,Buttonwood,Dorchester,2125,42.32233,-71.05606
702750020,3,106,106,Buttonwood,Dorchester,2125,42.32227,-71.05606
702751000,4,102,102,Buttonwood,Dorchester,2125,42.32213,-71.05609
702752000,3,100,100,Buttonwood,Dorchester,2125,42.32206,-71.05606
702753000,1,98,98,Buttonwood,Dorchester,2125,42.322,-71.05606
702754000,1,96,96,Buttonwood,Dorchester,2125,42.321933,-71.056036
702755000,1,94,94,Buttonwood,Dorchester,2125,42.32188,-71.05603
702756000,2,92,92,Buttonwood,Dorchester,2125,42.32184,-71.05603
702757000,1,90,90,Buttonwood,Dorchester,2125,42.3218,-71.05603
702758000,1,88,88,Buttonwood,Dorchester,2125,42.32175,-71.05603
702759000,1,86,86,Buttonwood,Dorchester,2125,42.3217,-71.05602
702760000,8,46,46,Mount Vernon,Dorchester,2125,42.3594,-71.0587
702761000,2,44,44,Mount Vernon,Dorchester,2125,42.32171,-71.05654
702761002,1,854,854,Dorchester,Dorchester,2125,42.32172,-71.0566
702761004,1,44,44,Mount Vernon,Dorchester,2125,42.32171,-71.05654
702761006,1,854,854,Dorchester,Dorchester,2125,42.32172,-71.0566
702761008,1,44,44,Mount Vernon,Dorchester,2125,42.32171,-71.05654
702761010,1,854,854,Dorchester,Dorchester,2125,42.32172,-71.0566
702761012,1,44,44,Mount Vernon,Dorchester,2125,42.32171,-71.05654
702762000,1,850,850,Dorchester,Dorchester,2125,42.32178,-71.05653
702763000,1,848A,848A,Dorchester,Dorchester,2125,42.321867,-71.056536
702764000,2,846,846,Dorchester,Dorchester,2125,42.321935,-71.056505
702765000,4,844,844,Dorchester,Dorchester,2125,42.32202,-71.05659
702765001,2,840,842,Dorchester,Dorchester,2125,42.322145,-71.0564
702766000,5,840,840,Dorchester,Dorchester,2125,42.322159,-71.056601
702767000,4,838,838,Dorchester,Dorchester,2125,42.3594,-71.0587
702768000,1,834,834,Dorchester,Dorchester,2125,42.322466,-71.056569
702768002,1,834,834,Dorchester,Dorchester,2125,42.322466,-71.056569
702768004,1,834,834,Dorchester,Dorchester,2125,42.322466,-71.056569
702768006,1,834,834,Dorchester,Dorchester,2125,42.322466,-71.056569
702769000,3,830,832,Dorchester,Dorchester,2125,42.32253,-71.05658
702770000,1,826,826,Dorchester,Dorchester,2125,42.322695,-71.05652
702771000,1,822,822,Dorchester,Dorchester,2125,42.322856,-71.056524
702772000,2,816,816,Dorchester,Dorchester,2125,42.323002,-71.056549
702773000,1,812,812,Dorchester,Dorchester,2125,42.323283,-71.056506
702774000,2,808,808,Dorchester,Dorchester,2125,42.323271,-71.056611
702775000,1,11,11,Locust,Dorchester,2125,42.323264,-71.056271
702776000,3,15,15,Locust,Dorchester,2125,42.323266,-71.056134
702777000,1,0,0,Mount Vernon,Dorchester,2125,42.321733,-71.055613
702778000,1,91,91,Buttonwood,Dorchester,2125,42.32185,-71.0556
702779000,1,93,93,Buttonwood,Dorchester,2125,42.32191,-71.0557
702780000,1,97,97,Buttonwood,Dorchester,2125,42.322,-71.05568
702781000,1,99,99,Buttonwood,Dorchester,2125,42.32205,-71.05568
702782000,8,103,103,Buttonwood,Dorchester,2125,42.32213,-71.05568
702783000,1,107,107,Buttonwood,Dorchester,2125,42.32226,-71.0557
702784000,1,109,111,Buttonwood,Dorchester,2125,42.32237,-71.0557
702785000,1,115,115,Buttonwood,Dorchester,2125,42.32245,-71.05571
702786000,3,117,117,Buttonwood,Dorchester,2125,42.32253,-71.05571
702787000,1,119,119,Buttonwood,Dorchester,2125,42.32259,-71.05574
702788000,1,121,121,Buttonwood,Dorchester,2125,42.32268,-71.05572
702789010,1,125,125,Buttonwood,Dorchester,2125,42.3228,-71.05568
702791000,1,0,0,Buttonwood,Dorchester,2125,42.322928,-71.055637
702792000,1,135,135,Buttonwood,Dorchester,2125,42.3232,-71.055667
702795000,1,33,35,Locust,Dorchester,2125,42.323279,-71.055291
702795001,1,0,0,Locust,Dorchester,2125,42.323261,-71.055119
702796000,1,0,0,Cottrell,Dorchester,2125,42.323129,-71.055267
702797000,1,0,0,Locust,Dorchester,2125,42.322975,-71.055265
702800000,1,0,0,Cottrell,Dorchester,2125,42.322628,-71.055259
702802000,1,64,64,Mount Vernon,Dorchester,2125,42.32189,-71.05524
702803000,1,0,0,Mount Vernon,Dorchester,2125,42.321793,-71.054511
702804000,1,92,92,Mount Vernon,Dorchester,2125,42.32176,-71.05457
702805000,4,90,90,Mount Vernon,Dorchester,2125,42.32176,-71.05465
702806000,1,88,88,Mount Vernon,Dorchester,2125,42.32176,-71.05472
702806002,1,88,88,Mount Vernon,Dorchester,2125,42.32176,-71.05472
702806004,1,88,88,Mount Vernon,Dorchester,2125,42.32176,-71.05472
702806006,1,88,88,Mount Vernon,Dorchester,2125,42.32176,-71.05472
702807000,1,86,86,Mount Vernon,Dorchester,2125,42.321755,-71.054798
702808000,4,84,84,Mount Vernon,Dorchester,2125,42.32176,-71.05487
702809000,1,3,3,Cottrell,Dorchester,2125,42.321909,-71.054726
702810000,4,7,7,Cottrell,Dorchester,2125,42.32205,-71.05478
702811000,1,0,0,Cottrell,Dorchester,2125,42.322207,-71.054789
702812000,1,0,0,Cottrell,South Boston,2125,42.322516,-71.054024
702819000,2,820,820,Columbia,Dorchester,2125,42.321157,-71.056511
702821000,12,856,856,Dorchester,Dorchester,2125,42.321542,-71.056589
702822000,5,51,51,Mount Vernon,Dorchester,2125,42.32149,-71.05633
